path,furniture,fov,yaw,pitch,roll,pitch_range,roll_range,x,y,z
\scene_03380\2D_rendering\793\perspective\full_90_20_20\0,full,90,-62,7,0,20,20,3435.837546,-5573.727574,1616.328507
\scene_03380\2D_rendering\793\perspective\empty_120_20_20\0,empty,120,-62,7,0,20,20,3435.837546,-5573.727574,1616.328507
\scene_03380\2D_rendering\793\perspective\full_120_20_20\0,full,120,-62,7,0,20,20,3435.837546,-5573.727574,1616.328507
\scene_03381\2D_rendering\570511\perspective\empty_60_0_0\0,empty,60,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_60_0_0\0,full,60,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_90_0_0\0,empty,90,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_90_0_0\0,full,90,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_120_0_0\0,empty,120,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_120_0_0\0,full,120,52,0,0,0,0,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_60_10_10\0,empty,60,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_60_10_10\0,full,60,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_90_10_10\0,empty,90,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_90_10_10\0,full,90,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_120_10_10\0,empty,120,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_120_10_10\0,full,120,52,5,-7,10,10,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_60_20_20\0,empty,60,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_60_20_20\0,full,60,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_90_20_20\0,empty,90,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_90_20_20\0,full,90,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\empty_120_20_20\0,empty,120,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\570511\perspective\full_120_20_20\0,full,120,52,12,3,20,20,1028.68892,-1483.183097,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_60_0_0\0,empty,60,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_60_0_0\0,full,60,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_90_0_0\0,empty,90,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_90_0_0\0,full,90,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_120_0_0\0,empty,120,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_120_0_0\0,full,120,179,0,0,0,0,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_60_10_10\0,empty,60,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_60_10_10\0,full,60,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_90_10_10\0,empty,90,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_90_10_10\0,full,90,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_120_10_10\0,empty,120,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_120_10_10\0,full,120,179,-7,7,10,10,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_60_20_20\0,empty,60,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_60_20_20\0,full,60,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_90_20_20\0,empty,90,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_90_20_20\0,full,90,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\empty_120_20_20\0,empty,120,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\657701\perspective\full_120_20_20\0,full,120,179,-12,8,20,20,5439.079531,2467.175015,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_60_0_0\0,empty,60,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_60_0_0\0,full,60,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_90_0_0\0,empty,90,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_90_0_0\0,full,90,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_120_0_0\0,empty,120,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_120_0_0\0,full,120,131,0,0,0,0,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_60_10_10\0,empty,60,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_60_10_10\0,full,60,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_90_10_10\0,empty,90,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_90_10_10\0,full,90,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_120_10_10\0,empty,120,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_120_10_10\0,full,120,131,8,6,10,10,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_60_20_20\0,empty,60,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_60_20_20\0,full,60,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_90_20_20\0,empty,90,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_90_20_20\0,full,90,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\empty_120_20_20\0,empty,120,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659037\perspective\full_120_20_20\0,full,120,131,0,0,20,20,2216.256317,3089.767068,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_60_0_0\0,empty,60,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_60_0_0\0,full,60,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_90_0_0\0,empty,90,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_90_0_0\0,full,90,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_120_0_0\0,empty,120,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_120_0_0\0,full,120,-137,0,0,0,0,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_60_10_10\0,empty,60,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_60_10_10\0,full,60,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_90_10_10\0,empty,90,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_90_10_10\0,full,90,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_120_10_10\0,empty,120,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_120_10_10\0,full,120,-137,0,-4,10,10,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_60_20_20\0,empty,60,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_60_20_20\0,full,60,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_90_20_20\0,empty,90,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_90_20_20\0,full,90,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\empty_120_20_20\0,empty,120,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659306\perspective\full_120_20_20\0,full,120,-137,-17,-20,20,20,-2201.825757,3060.651099,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_60_0_0\0,empty,60,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_60_0_0\0,full,60,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_90_0_0\0,empty,90,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_90_0_0\0,full,90,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_120_0_0\0,empty,120,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_120_0_0\0,full,120,24,0,0,0,0,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_60_10_10\0,empty,60,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_60_10_10\0,full,60,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_90_10_10\0,empty,90,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_90_10_10\0,full,90,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_120_10_10\0,empty,120,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_120_10_10\0,full,120,24,-8,2,10,10,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_60_20_20\0,empty,60,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_60_20_20\0,full,60,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_90_20_20\0,empty,90,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_90_20_20\0,full,90,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\empty_120_20_20\0,empty,120,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03381\2D_rendering\659580\perspective\full_120_20_20\0,full,120,24,13,-10,20,20,-5389.015135,2463.28601,1457.04597
\scene_03382\2D_rendering\635908\perspective\empty_60_0_0\0,empty,60,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_60_0_0\0,full,60,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_90_0_0\0,empty,90,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_90_0_0\0,full,90,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_120_0_0\0,empty,120,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_120_0_0\0,full,120,35,0,0,0,0,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_60_10_10\0,empty,60,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_60_10_10\0,full,60,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_90_10_10\0,empty,90,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_90_10_10\0,full,90,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_120_10_10\0,empty,120,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_120_10_10\0,full,120,35,8,5,10,10,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_60_20_20\0,empty,60,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_60_20_20\0,full,60,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_90_20_20\0,empty,90,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_90_20_20\0,full,90,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\empty_120_20_20\0,empty,120,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635908\perspective\full_120_20_20\0,full,120,35,11,-15,20,20,-2193.17584,-5120.615055,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_60_0_0\0,empty,60,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_60_0_0\0,full,60,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_90_0_0\0,empty,90,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_90_0_0\0,full,90,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_120_0_0\0,empty,120,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_120_0_0\0,full,120,45,0,0,0,0,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_60_10_10\0,empty,60,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_60_10_10\0,full,60,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_90_10_10\0,empty,90,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_90_10_10\0,full,90,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_120_10_10\0,empty,120,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_120_10_10\0,full,120,45,0,-10,10,10,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_60_20_20\0,empty,60,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_60_20_20\0,full,60,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_90_20_20\0,empty,90,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_90_20_20\0,full,90,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\empty_120_20_20\0,empty,120,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\635910\perspective\full_120_20_20\0,full,120,45,3,2,20,20,1381.968914,-4257.971605,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_60_0_0\0,empty,60,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_60_0_0\0,full,60,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_90_0_0\0,empty,90,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_90_0_0\0,full,90,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_120_0_0\0,empty,120,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_120_0_0\0,full,120,-42,0,0,0,0,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_60_10_10\0,empty,60,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_60_10_10\0,full,60,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_90_10_10\0,empty,90,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_90_10_10\0,full,90,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_120_10_10\0,empty,120,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_120_10_10\0,full,120,-42,-4,2,10,10,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_60_20_20\0,empty,60,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_60_20_20\0,full,60,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_90_20_20\0,empty,90,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_90_20_20\0,full,90,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\empty_120_20_20\0,empty,120,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\642832\perspective\full_120_20_20\0,full,120,-42,14,-12,20,20,4468.295247,1757.720429,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_60_0_0\0,empty,60,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_60_0_0\0,full,60,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_90_0_0\0,empty,90,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_90_0_0\0,full,90,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_120_0_0\0,empty,120,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_120_0_0\0,full,120,-76,0,0,0,0,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_60_10_10\0,empty,60,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_60_10_10\0,full,60,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_90_10_10\0,empty,90,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_90_10_10\0,full,90,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_120_10_10\0,empty,120,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_120_10_10\0,full,120,-76,6,-3,10,10,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_60_20_20\0,empty,60,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_60_20_20\0,full,60,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_90_20_20\0,empty,90,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_90_20_20\0,full,90,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\empty_120_20_20\0,empty,120,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\649644\perspective\full_120_20_20\0,full,120,-76,-14,9,20,20,-1762.539349,323.65028,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_60_0_0\0,empty,60,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_60_0_0\0,full,60,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_90_0_0\0,empty,90,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_90_0_0\0,full,90,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_120_0_0\0,empty,120,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_120_0_0\0,full,120,168,0,0,0,0,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_60_10_10\0,empty,60,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_60_10_10\0,full,60,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_90_10_10\0,empty,90,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_90_10_10\0,full,90,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_120_10_10\0,empty,120,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_120_10_10\0,full,120,168,-8,-10,10,10,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_60_20_20\0,empty,60,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_60_20_20\0,full,60,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_90_20_20\0,empty,90,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_90_20_20\0,full,90,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\empty_120_20_20\0,empty,120,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03382\2D_rendering\650570\perspective\full_120_20_20\0,full,120,168,15,4,20,20,-5262.617743,2147.390319,1681.709741
\scene_03383\2D_rendering\159\perspective\empty_60_0_0\0,empty,60,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_60_0_0\0,full,60,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_90_0_0\0,empty,90,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_90_0_0\0,full,90,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_120_0_0\0,empty,120,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_120_0_0\0,full,120,-158,0,0,0,0,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_60_10_10\0,empty,60,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_60_10_10\0,full,60,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_90_10_10\0,empty,90,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_90_10_10\0,full,90,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_120_10_10\0,empty,120,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_120_10_10\0,full,120,-158,-2,-9,10,10,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_60_20_20\0,empty,60,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_60_20_20\0,full,60,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_90_20_20\0,empty,90,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_90_20_20\0,full,90,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\empty_120_20_20\0,empty,120,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\159\perspective\full_120_20_20\0,full,120,-158,-7,-17,20,20,-1184.047928,-1383.496899,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_60_0_0\0,empty,60,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\full_60_0_0\0,full,60,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_90_0_0\0,empty,90,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\full_90_0_0\0,full,90,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_120_0_0\0,empty,120,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\full_120_0_0\0,full,120,142,0,0,0,0,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_60_10_10\0,empty,60,142,-4,-4,10,10,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\full_60_10_10\0,full,60,142,-4,-4,10,10,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_90_10_10\0,empty,90,142,-4,-4,10,10,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\full_90_10_10\0,full,90,142,-4,-4,10,10,1587.49741,-1798.50064,1686.587889
\scene_03383\2D_rendering\324\perspective\empty_120_10_10\0,empty,120,142,-4,-4,10,10,1587.49741,-1798.50064,1686.587889
